Gene,COG,Description,Name,GOs,ECs,KEGG_ko,KEGG_Reaction,KEGG_TC,CAZy,PFAMs
PN96_RS12590,L,"Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates",fpg,"GO:0000702,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003824,GO:0003906,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006289,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008270,GO:0008534,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0016829,GO:0016835,GO:0019104,GO:0033554,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0140078,GO:0140097,GO:1901360,GO:1901363","3.2.2.23,4.2.99.18",ko:K10563,,,,"Fapy_DNA_glyco,H2TH,zf-FPG_IleRS"
PN96_RS12595,,,VV10822,,,,,,,
PN96_RS12600,J,Belongs to the bacterial ribosomal protein bL33 family,rpmG,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",,ko:K02913,,,,Ribosomal_L33
PN96_RS12605,J,Belongs to the bacterial ribosomal protein bL28 family,rpmB,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",,ko:K02902,,,,Ribosomal_L28
PN96_RS12610,E,Belongs to the UPF0758 family,radC,"GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006508,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009987,GO:0016787,GO:0019538,GO:0033554,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0050896,GO:0051716,GO:0070011,GO:0071704,GO:0090304,GO:0140096,GO:1901360,GO:1901564",,ko:K03630,,,,RadC
PN96_RS12615,H,"Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine",coaBC,"GO:0000166,GO:0003674,GO:0003824,GO:0004632,GO:0004633,GO:0005488,GO:0006082,GO:0006139,GO:0006163,GO:0006164,GO:0006575,GO:0006725,GO:0006732,GO:0006753,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009109,GO:0009111,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0010181,GO:0015936,GO:0015937,GO:0015939,GO:0015941,GO:0016054,GO:0016829,GO:0016830,GO:0016831,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0032553,GO:0032787,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0036094,GO:0042219,GO:0042365,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044282,GO:0046390,GO:0046395,GO:0046483,GO:0046872,GO:0048037,GO:0050662,GO:0051186,GO:0051187,GO:0051188,GO:0055086,GO:0071704,GO:0072329,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576","4.1.1.36,6.3.2.5",ko:K13038,"R03269,R04231",,,"DFP,Flavoprotein"
PN96_RS12620,D,"Required for nucleoid occlusion (NO) phenomenon, which prevents Z-ring formation and cell division over the nucleoid. Acts as a DNA-associated cell division inhibitor that binds simultaneously chromosomal DNA and FtsZ, and disrupts the assembly of FtsZ polymers. SlmA-DNA-binding sequences (SBS) are dispersed on non-Ter regions of the chromosome, preventing FtsZ polymerization at these regions",slmA,"GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0007049,GO:0007346,GO:0008150,GO:0009295,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010564,GO:0010948,GO:0010974,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032465,GO:0032466,GO:0032954,GO:0032955,GO:0043565,GO:0044087,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045786,GO:0045930,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051252,GO:0051301,GO:0051302,GO:0051726,GO:0051782,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901891,GO:1901892,GO:1902412,GO:1902413,GO:1903436,GO:1903437,GO:1903506,GO:1990837,GO:2000112,GO:2001141",,ko:K05501,,,,TetR_N
PN96_RS12625,M,Catalyzes the transfer of laurate from lauroyl-acyl carrier protein (ACP) to Kdo(2)-lipid IV(A) to form Kdo(2)- (lauroyl)-lipid IV(A),lpxL,,2.3.1.241,ko:K02517,R05146,,,Lip_A_acyltrans
PN96_RS12630,F,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",pyrE,"GO:0003674,GO:0003824,GO:0004588,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",2.4.2.10,ko:K00762,R01870,,,Pribosyltran
PN96_RS12635,J,Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates,rph,"GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004540,GO:0005488,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006401,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009022,GO:0009056,GO:0009057,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016075,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0019439,GO:0022613,GO:0034470,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140098,GO:0140101,GO:1901360,GO:1901361,GO:1901363,GO:1901575",2.7.7.56,ko:K00989,,,,"RNase_PH,RNase_PH_C"
PN96_RS12645,S,stress-induced protein,,,,,,,,"DUF1732,YicC_N"
PN96_RS12650,S,Exopolysaccharide biosynthesis protein YbjH,,,,,,,,YjbH
PN96_RS12655,,,,,,,,,,
PN96_RS12665,S,Phosphate-starvation-inducible E,,,,ko:K13256,,,,PsiE
PN96_RS12670,P,"COG4608 ABC-type oligopeptide transport system, ATPase component",,,,ko:K02032,,3.A.1.5,,"ABC_tran,oligo_HPY"
PN96_RS12675,P,Belongs to the ABC transporter superfamily,dppD,,,ko:K02031,,3.A.1.5,,"ABC_tran,oligo_HPY"
PN96_RS12680,E,"ABC-type oligopeptide transport system, periplasmic component",,,,ko:K13893,,"3.A.1.5.21,3.A.1.5.24",,SBP_bac_5
PN96_RS12685,P,transport system permease component,yejE,,,ko:K13895,,"3.A.1.5.21,3.A.1.5.24",,BPD_transp_1
PN96_RS12690,P,"transport system, permease component",yejB,,,ko:K13894,,"3.A.1.5.21,3.A.1.5.24",,BPD_transp_1
PN96_RS12695,HP,TonB dependent receptor,,,,ko:K02014,,1.B.14,,"Plug,TonB_dep_Rec"
PN96_RS12700,D,Protein of unknown function (DUF3450),,,,,,,,DUF3450
PN96_RS12705,U,MotA/TolQ/ExbB proton channel family,,,,ko:K03561,,1.A.30.2.1,,MotA_ExbB
PN96_RS12710,U,TonB system transport protein ExbB2,,,,ko:K03561,,1.A.30.2.1,,MotA_ExbB
PN96_RS12715,U,TonB system transport protein ExbD2,,,,ko:K03559,,1.A.30.2.1,,ExbD
PN96_RS12720,M,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",,,,ko:K03832,,2.C.1.1,,TonB_C
PN96_RS12725,S,Tetratricopeptide repeat,,,,,,,,TPR_8
PN96_RS12730,F,"Essential for recycling GMP and indirectly, cGMP",gmk,"GO:0000166,GO:0003674,GO:0003824,GO:0004385,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017076,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042278,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:0097159,GO:0097367,GO:1901068,GO:1901135,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901657",2.7.4.8,ko:K00942,"R00332,R02090",,,Guanylate_kin
PN96_RS12735,K,Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits,rpoZ,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576",2.7.7.6,ko:K03060,"R00435,R00441,R00442,R00443",,,RNA_pol_Rpb6
PN96_RS12740,KT,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,spoT,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009259,GO:0009260,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0015970,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034035,GO:0034036,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0050896,GO:0051716,GO:0055086,GO:0071496,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659","2.7.6.5,3.1.7.2",ko:K01139,"R00336,R00429",,,"ACT_4,HD_4,RelA_SpoT,TGS"
PN96_RS12745,J,Catalyzes the 2'-O methylation of guanosine at position 18 in tRNA,trmH,,2.1.1.34,ko:K00556,,,,"SpoU_methylas_C,SpoU_methylase"
PN96_RS12750,L,Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA),recG,,3.6.4.12,ko:K03655,,,,"DEAD,Helicase_C,RecG_wedge"
PN96_RS12755,F,COG2233 Xanthine uracil permeases,xanP,,,ko:K16345,,2.A.40.4.2,,Xan_ur_permease
PN96_RS12760,T,Osmolarity sensor protein,envZ,,2.7.13.3,ko:K07638,,,,"HAMP,HATPase_c,HisKA"
PN96_RS12765,K,COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,ompR,,,ko:K07659,,,,"Response_reg,Trans_reg_C"
PN96_RS12770,S,Protein of unknown function (DUF1090),,,,,,,,DUF1090
PN96_RS12775,K,"Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreB releases sequences of up to 9 nucleotides in length",greB,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019899,GO:0031323,GO:0031326,GO:0032774,GO:0032784,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070063,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",,ko:K04760,,,,"GreA_GreB,GreA_GreB_N"
PN96_RS12780,O,Putative ATP-dependant zinc protease,,,,,,,,Zn_protease
PN96_RS12785,K,accessory protein,yhgF,,,ko:K06959,,,,"HHH_3,S1,Tex_N,Tex_YqgF"
PN96_RS12790,,,VV10861,,,,,,,
PN96_RS12795,S,The physiological role of BioH is to remove the methyl group introduced by BioC when the pimeloyl moiety is complete. It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway through the hydrolysis of the ester bonds of pimeloyl-ACP esters,bioH,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016787,GO:0016788,GO:0017144,GO:0018130,GO:0019752,GO:0032787,GO:0034641,GO:0042364,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0052689,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",3.1.1.85,ko:K02170,R09725,,,Abhydrolase_1
PN96_RS12800,S,Phosphoribosyl transferase domain,gntX,,,,,,,Pribosyltran
PN96_RS12805,C,"Involved in iron-sulfur cluster biogenesis. Binds a 4Fe- 4S cluster, can transfer this cluster to apoproteins, and thereby intervenes in the maturation of Fe S proteins. Could also act as a scaffold chaperone for damaged Fe S proteins",nfuA,"GO:0003674,GO:0005488,GO:0005506,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016226,GO:0019538,GO:0022607,GO:0031163,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0046872,GO:0046914,GO:0048037,GO:0051186,GO:0051536,GO:0051539,GO:0051540,GO:0051604,GO:0071704,GO:0071840,GO:1901564",,ko:K07400,,,,"Fe-S_biosyn,NifU"
PN96_RS12810,L,COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes,nudE,,,ko:K08312,R01054,,,NUDIX
PN96_RS12815,P,COG1218 3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase,cysQ,,3.1.3.7,ko:K01082,"R00188,R00508",,,Inositol_P
PN96_RS12820,S,"Type II secretion system (T2SS), protein N",epsN,"GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015627,GO:0015628,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0044425,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098776",,ko:K02463,,3.A.15,,T2SSN
PN96_RS12825,U,"Involved in a type II secretion system (T2SS, formerly general secretion pathway, GSP) for the export of proteins",epsM,"GO:0002790,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0009306,GO:0009405,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0032940,GO:0033036,GO:0042886,GO:0044419,GO:0044425,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0051704,GO:0071702,GO:0071705,GO:0071944",,ko:K02462,,3.A.15,,T2SSM
PN96_RS12830,U,"Involved in a type II secretion system (T2SS, formerly general secretion pathway, GSP) for the export of proteins",gspL,"GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009274,GO:0009276,GO:0009306,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0030312,GO:0030313,GO:0031224,GO:0031975,GO:0032940,GO:0033036,GO:0042886,GO:0044425,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944",,ko:K02461,,3.A.15,,"GspL_C,T2SSL"
PN96_RS12835,U,"COG3156 Type II secretory pathway, component PulK",epsK,,,ko:K02460,,3.A.15,,T2SSK
PN96_RS12840,U,general secretion pathway protein,epsJ,"GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015627,GO:0015628,GO:0015833,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0098776",,ko:K02459,,3.A.15,,"N_methyl,T2SSJ"
PN96_RS12845,NU,"COG2165 Type II secretory pathway, pseudopilin PulG",epsI,"GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015627,GO:0015628,GO:0015833,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0098776",,ko:K02458,,3.A.15,,"N_methyl,T2SSI"
PN96_RS12850,NU,"COG2165 Type II secretory pathway, pseudopilin PulG",epsH,"GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015627,GO:0015628,GO:0015833,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0098776",,ko:K02457,,3.A.15,,"GspH,N_methyl"
PN96_RS12855,U,general secretion pathway protein,epsG,"GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015627,GO:0015628,GO:0015833,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0098776",,ko:K02456,,3.A.15,,"N_methyl,T2SSG"
PN96_RS12860,U,general secretion pathway protein,epsF,"GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015627,GO:0015628,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0044425,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098776",,ko:K02455,,3.A.15,,T2SSF
PN96_RS12865,NU,"COG2804 Type II secretory pathway, ATPase PulE Tfp pilus assembly pathway, ATPase PilB",epsE,"GO:0000166,GO:0002790,GO:0003674,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008104,GO:0008144,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015627,GO:0015628,GO:0015833,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0032991,GO:0033036,GO:0035639,GO:0036094,GO:0042886,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0097159,GO:0097367,GO:0098776,GO:1901265,GO:1901363",,ko:K02454,,3.A.15,,T2SSE
PN96_RS12870,NU,General secretion pathway protein,gspD,,,ko:K02453,,3.A.15,,"Secretin,Secretin_N"
PN96_RS12875,U,general secretion pathway protein,epsC,"GO:0002790,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015627,GO:0015628,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0044425,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098776",,ko:K02452,,3.A.15,,T2SSC
PN96_RS12880,J,implicated in the recycling of the,hslR,,,ko:K04762,,,,S4
PN96_RS12885,O,Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress,hslO,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006457,GO:0008150,GO:0009987,GO:0044424,GO:0044464,GO:0051082",,ko:K04083,,,,HSP33
PN96_RS12890,F,Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA,pckA,"GO:0000166,GO:0003674,GO:0003824,GO:0004611,GO:0004612,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006094,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016829,GO:0016830,GO:0016831,GO:0017076,GO:0019318,GO:0019319,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044238,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046364,GO:0046872,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576",4.1.1.49,ko:K01610,R00341,,,PEPCK_ATP
